"customer","customer_country","fraud_flag","timestamp","counterparty","counterparty_country","type","ccy","amount"
"C14368611669296","US","N","2021-06-19 08:19:17",97272147577377,"BR","INVESTMENT","BRL","342895.61"
"C14368611669296","US","N","2021-09-12 18:58:21",97272147577377,,"INVESTMENT","USD","64689.27"
"C14368611669296","US","N","2021-10-04 00:56:29",97272147577377,,"INVESTMENT","HKD","379577.1"
"C14368611669296","US","N","2021-11-02 21:35:08",97272147577377,,"INVESTMENT","HKD","381,071.57"
"C14368611669296","US","N","2021-11-09 00:27:27",97272147577377,,"INVESTMENT","HKD","380321.29"
"C14368611669296","US","N","2021-12-09 16:16:15",97272147577377,,"INVESTMENT","USD","64860.45"
"C14368611669296","US","N","2021-02-17 04:33:57",97272147577377,"BR","TRANSFER","BRL","29281.39"
"C14368611669296","US","N","2021-05-06 06:21:30",97272147577377,"BR","TRANSFER","USD","40237.26"
"C14368611669296","US","N","2021-07-10 08:31:42",97272147577377,"BR","TRANSFER","HKD","591658.96"
"C14368611669296","US","N","2021-07-23 17:06:41",97272147577377,"BR","TRANSFER","USD","40365.19"
"C14368611669296","US","N","2021-08-12 01:20:09",97272147577377,"BR","TRANSFER","CNY","29081.04"
"C14368611669296","US","N","2021-11-28 01:47:17",97272147577377,"BR","TRANSFER","BRL","29202.15"
"C14368611669296","US","N","2021-11-28 19:25:58",97272147577377,"BR","TRANSFER","HKD","591,235.67"
"C14368611669296","US","N","2021-12-17 05:57:07",97272147577377,"BR","TRANSFER","USD","40027.16"
"C14368611669296","US","N","2021-07-31 05:00:49",97272147577377,"BR","TT","USD","380105.58"
"C14368611669296","US","N","2021-01-15 00:52:11",87169262386514,"DE","BILLING","USD","61505.59"
"C14368611669296","US","N","2021-04-15 05:35:30",87169262386514,"DE","OTHER","JPY","48467.37"
"C14368611669296","US","N","2021-04-22 22:21:43",87169262386514,"DE","PAYMENT","EUR","48238.08"
"C14368611669296","US","N","2021-01-31 04:49:32",24491887744377,"JP","INVESTMENT","JPY","8491616.97"
"C14368611669296","US","N","2021-03-21 00:07:55",24491887744377,"JP","INVESTMENT","USD","59247.9"
"C14368611669296","US","N","2021-03-28 23:28:00",24491887744377,"JP","INVESTMENT","USD","59278.8"
"C14368611669296","US","N","2021-05-17 03:16:08",24491887744377,,"INVESTMENT","JPY","8495017.61"
"C14368611669296","US","N","2021-06-11 03:05:30",24491887744377,"JP","INVESTMENT","JPY","8000000"
"C14368611669296","US","N","2021-06-17 19:29:44",24491887744377,"JP","INVESTMENT","USD","59678.97"
"C14368611669296","US","N","2021-06-26 22:37:38",24491887744377,"JP","INVESTMENT","USD","59527.84"
"C14368611669296","US","N","2021-07-01 06:24:05",24491887744377,"JP","INVESTMENT","USD","59312.74"
"C14368611669296","US","N","2021-08-25 04:56:51",24491887744377,,"INVESTMENT","JPY","8495133.35"
"C14368611669296","US","N","2021-08-28 04:20:01",24491887744377,"JP","INVESTMENT","CNY","8490800.82"
"C14368611669296","US","N","2021-09-29 01:54:30",24491887744377,,"INVESTMENT","JPY","8490432.77"
"C14368611669296","US","N","2021-12-05 01:37:23",24491887744377,"JP","INVESTMENT","JPY","8490570.78"
"C14368611669296","US","N","2021-12-07 07:09:48",24491887744377,"JP","INVESTMENT","USD","59490.5"
"C14368611669296","US","N","2021-12-21 07:07:30",24491887744377,"JP","INVESTMENT","JPY","8,499,225.11"
"C14368611669296","US","N","2021-11-15 07:14:41",24491887744377,"JP","PAYMENT","USD","$4,111,523.68"
"C14368611669296","US","N","2021-01-06 02:05:16",24491887744377,,"TT","USD","47272.52"
"C14368611669296","US","N","2021-01-28 21:05:45",24491887744377,"JP","TT","JPY","4108434.38"
"C14368611669296","US","N","2021-03-25 23:42:25",24491887744377,"JP","TT","JPY","4112119.2"
"C14368611669296","US","N","2021-05-15 17:37:32",24491887744377,"JP","TT","USD","46632.26"
"C14368611669296","US","N","2021-06-10 06:09:21",24491887744377,"JP","TT","USD","47260.82"
"C14368611669296","US","N","2021-07-03 01:32:00",24491887744377,,"TT","JPY","4115166.48"
"C14368611669296","US","N","2021-07-29 05:00:23",24491887744377,"JP","TT","JPY","4108926.98"
"C14368611669296","US","N","2021-08-27 23:01:55",24491887744377,"JP","TT","JPY","4116240.82"
"C14368611669296","US","N","2021-11-15 00:48:48",24491887744377,"JP","TT","USD","47586.99"
"C17694553858863","UK","N","2021-01-26 02:59:01",12432156737458,"FR","DIVIDEND","BRL","11819.83"
"C17694553858863","UK","N","2021-06-14 20:54:56",12432156737458,"FR","DIVIDEND","GBP","£59,801.33"
"C17694553858863","UK","N","2021-02-21 22:11:28",12432156737458,"FR","INVESTMENT","GBP","£1,284.95"
"C17694553858863","UK","N","2021-04-05 10:16:34",12432156737458,"FR","INVESTMENT","EUR","60195.95"
"C17694553858863","UK","N","2021-05-07 07:20:24",12432156737458,,"INVESTMENT","GBP","1251.31"
"C17694553858863","UK","N","2021-06-09 01:55:30",12432156737458,"FR","INVESTMENT","GBP","1285.58"
"C17694553858863","UK","N","2021-06-23 21:55:23",12432156737458,,"INVESTMENT","GBP","1307.8"
"C17694553858863","UK","N","2021-07-06 01:57:07",12432156737458,"FR","INVESTMENT","EUR","60405.53"
"C17694553858863","UK","N","2021-07-24 02:49:40",12432156737458,"FR","INVESTMENT","EUR","60293.22"
"C17694553858863","UK","N","2021-07-25 00:31:52",12432156737458,,"INVESTMENT","GBP","1284.82"
"C17694553858863","UK","N","2021-09-26 18:45:50",12432156737458,"FR","INVESTMENT","EUR","59769.87"
"C17694553858863","UK","N","2021-09-27 18:32:23",12432156737458,"FR","INVESTMENT","EUR","60131.74"
"C17694553858863","UK","N","2021-10-23 11:36:22",12432156737458,,"INVESTMENT","EUR","59950.53"
"C17694553858863","UK","N","2021-01-20 02:16:49",12432156737458,"FR","TRANSFER","GBP","12061.13"
"C17694553858863","UK","N","2021-01-31 21:33:37",12432156737458,"FR","TRANSFER","EUR","42778.64"
"C17694553858863","UK","N","2021-02-08 19:20:53",12432156737458,"FR","TRANSFER","EUR","42697.04"
"C17694553858863","UK","N","2021-03-08 05:24:15",12432156737458,"FR","TRANSFER","GBP","11951.48"
"C17694553858863","UK","N","2021-03-24 22:09:50",12432156737458,"FR","TRANSFER","EUR","42707.1"
"C17694553858863","UK","N","2021-06-25 01:33:42",12432156737458,"FR","TRANSFER","GBP","11945.66"
"C17694553858863","UK","N","2021-06-26 03:58:33",12432156737458,"FR","TRANSFER","EUR","42670.29"
"C17694553858863","UK","N","2021-08-18 18:50:49",12432156737458,"FR","TRANSFER","EUR","42771.03"
"C17694553858863","UK","N","2021-09-05 00:03:11",12432156737458,"FR","TRANSFER","GBP","12152.37"
"C17694553858863","UK","N","2021-09-24 17:22:31",12432156737458,"FR","TRANSFER","EUR","42491.29"
"C17694553858863","UK","N","2021-10-02 20:35:15",12432156737458,"FR","TRANSFER","GBP","11968.4"
"C17694553858863","UK","N","2021-11-03 12:43:49",12432156737458,"FR","TRANSFER","GBP","11855.77"
"C17694553858863","UK","N","2021-11-16 00:42:32",12432156737458,,"TRANSFER","EUR","42890.37"
"C17694553858863","UK","N","2021-11-28 20:35:36",12432156737458,"FR","TRANSFER","EUR","43000"
"C17694553858863","UK","N","2021-03-01 17:11:27",35713689319772,"IN","BILLING","INR","170728.95"
"C17694553858863","UK","N","2021-03-19 22:29:32",35713689319772,"IN","BILLING","GBP","48387.67"
"C17694553858863","UK","N","2021-04-17 21:49:41",35713689319772,"IN","BILLING","JPY","6853423.71"
"C17694553858863","UK","N","2021-04-24 21:43:23",35713689319772,,"BILLING","GBP","48566.48"
"C17694553858863","UK","N","2021-06-26 23:09:46",35713689319772,"IN","BILLING","GBP","£47993.14"
"C17694553858863","UK","N","2021-07-22 13:49:39",35713689319772,"IN","BILLING","GBP","£49,000"
"C17694553858863","UK","N","2021-10-07 15:17:25",35713689319772,"IN","BILLING","GBP","£49,084.11"
"C17694553858863","UK","N","2021-10-24 17:35:11",35713689319772,"IN","BILLING","INR","168953.98"
"C17694553858863","UK","N","2021-04-28 18:01:16",35713689319772,"IN","DIVIDEND","HKD","4199.61"
"C17694553858863","UK","N","2021-01-08 10:03:21",35713689319772,"IN","PAYMENT","GBP","4139.09"
"C17694553858863","UK","N","2021-01-25 02:27:50",35713689319772,"IN","PAYMENT","JPY","4449094.07"
"C17694553858863","UK","N","2021-02-10 00:48:46",35713689319772,"IN","PAYMENT","INR","202587.13"
"C17694553858863","UK","N","2021-04-27 21:11:53",35713689319772,"IN","PAYMENT","JPY","4451195.67"
"C17694553858863","UK","N","2021-05-25 02:24:35",35713689319772,"IN","PAYMENT","GBP","4186.64"
"C17694553858863","UK","N","2021-06-26 19:18:53",35713689319772,"IN","PAYMENT","INR","202587.68"
"C17694553858863","UK","N","2021-07-07 01:24:57",35713689319772,"IN","PAYMENT","GBP","4243.52"
"C17694553858863","UK","N","2021-08-20 22:35:44",35713689319772,"IN","PAYMENT","INR","201973.5"
"C17694553858863","UK","N","2021-08-25 11:57:49",35713689319772,"IN","PAYMENT","GBP","4135.46"
"C17694553858863","UK","N","2021-09-15 13:03:35",35713689319772,"IN","PAYMENT","JPY","4448630.31"
"C17694553858863","UK","N","2021-12-02 01:31:55",35713689319772,"IN","PAYMENT","GBP","4235.64"
"C17694553858863","UK","N","2021-12-17 17:36:04",35713689319772,"IN","PAYMENT","INR","202057.04"
"C17694553858863","UK","N","2021-11-29 18:41:36",35713689319772,,"TRANSFER","SGD","4289.79"
"C17694553858863","UK","N","2021-01-16 02:00:05",22337579725766,"UK","BILLING","GBP","58746.56"
"C17694553858863","UK","N","2021-02-28 18:42:56",22337579725766,"UK","BILLING","GBP","59044.94"
"C17694553858863","UK","N","2021-03-23 22:22:18",22337579725766,"UK","BILLING","GBP","58786.02"
"C17694553858863","UK","N","2021-01-22 04:55:39",39759392734937,"UK","INVESTMENT","GBP","7000"
"C17694553858863","UK","N","2021-12-06 13:33:16",39759392734937,"UK","INVESTMENT","GBP","7292.97"
"C17694553858863","UK","N","2021-07-29 19:38:08",22337579725766,"UK","OTHER","GBP","46070.69"
"C24211332442813","SG","N","2021-09-20 10:10:17",14591928231433,"DE","DIVIDEND","SGD","64050.12"
"C24211332442813","SG","N","2021-03-06 10:08:46",14591928231433,,"INTEREST","HKD","64049.47"
"C24211332442813","SG","N","2021-04-09 18:10:26",48523246629825,"DE","INTEREST","EUR","27581.67"
"C24211332442813","SG","N","2021-01-29 23:15:11",48523246629825,"DE","INVESTMENT","SGD","100325.05"
"C24211332442813","SG","N","2021-03-30 20:54:34",48523246629825,"DE","INVESTMENT","SGD","100357.19"
"C24211332442813","SG","N","2021-05-06 19:04:33",48523246629825,,"INVESTMENT","EUR","64554.68"
"C24211332442813","SG","N","2021-10-15 12:36:22",48523246629825,"DE","INVESTMENT","SGD","100532.27"
"C24211332442813","SG","N","2021-10-16 10:44:37",48523246629825,"DE","INVESTMENT","SGD","99789.44"
"C24211332442813","SG","N","2021-12-04 08:37:05",48523246629825,"DE","INVESTMENT","SGD","100173.45"
"C24211332442813","SG","N","2021-01-06 15:19:52",14591928231433,,"PAYMENT","SGD","64213.56"
"C24211332442813","SG","N","2021-01-31 17:19:51",14591928231433,"DE","PAYMENT","EUR","71473.23"
"C24211332442813","SG","N","2021-02-01 07:56:11",14591928231433,,"PAYMENT","EUR","72281.53"
"C24211332442813","SG","N","2021-02-05 10:20:33",14591928231433,"DE","PAYMENT","SGD","63669.29"
"C24211332442813","SG","N","2021-02-22 12:02:25",14591928231433,"DE","PAYMENT","EUR","72172.56"
"C24211332442813","SG","N","2021-04-22 07:28:51",14591928231433,"DE","PAYMENT","SGD","63886.38"
"C24211332442813","SG","N","2021-04-30 11:31:33",14591928231433,"DE","PAYMENT","EUR","72244.37"
"C24211332442813","SG","N","2021-06-03 04:25:15",14591928231433,"DE","PAYMENT","SGD","63978.63"
"C24211332442813","SG","N","2021-10-08 04:40:21",14591928231433,"DE","PAYMENT","SGD","64350.13"
"C24211332442813","SG","N","2021-11-18 19:00:40",14591928231433,"DE","PAYMENT","SGD","63872.19"
"C24211332442813","SG","N","2021-11-26 10:20:43",14591928231433,,"PAYMENT","EUR","72711.57"
"C24211332442813","SG","N","2021-04-22 10:51:32",48523246629825,"DE","TRANSFER","EUR","66776.03"
"C24211332442813","SG","N","2021-04-28 16:45:06",48523246629825,"DE","TRANSFER","EUR","66629.14"
"C24211332442813","SG","N","2021-05-10 06:15:40",48523246629825,"DE","TRANSFER","SGD","28000"
"C24211332442813","SG","N","2021-05-12 13:17:34",48523246629825,"DE","TRANSFER","SGD","27835.02"
"C24211332442813","SG","N","2021-05-17 16:36:01",48523246629825,,"TRANSFER","SGD","27725.97"
"C24211332442813","SG","N","2021-07-11 11:31:47",14591928231433,"DE","TRANSFER","GBP","98982.21"
"C24211332442813","SG","N","2021-09-17 16:48:14",48523246629825,"DE","TRANSFER","SGD","27469.24"
"C24211332442813","SG","N","2021-11-15 19:33:45",48523246629825,,"TRANSFER","SGD","27751.65"
"C24211332442813","SG","N","2021-12-26 17:18:10",48523246629825,"DE","TRANSFER","GBP","66760.95"
"C24211332442813","SG","N","2021-02-07 23:25:57",14591928231433,"DE","TT","EUR","53242.4"
"C24211332442813","SG","N","2021-03-07 14:33:42",14591928231433,"DE","TT","EUR","53462.98"
"C24211332442813","SG","N","2021-03-19 05:49:30",14591928231433,"DE","TT","GBP","53062.46"
"C24211332442813","SG","N","2021-06-10 15:52:34",14591928231433,"DE","TT","EUR","53269.72"
"C24211332442813","SG","N","2021-07-20 09:57:10",14591928231433,"DE","TT","CNY","99536.18"
"C24211332442813","SG","N","2021-08-10 20:09:04",14591928231433,"DE","TT","EUR","53242.98"
"C24211332442813","SG","N","2021-09-09 08:26:19",14591928231433,,"TT","SGD","99728.89"
"C24211332442813","SG","N","2021-09-16 21:22:34",14591928231433,"DE","TT","GBP","98712.5"
"C24211332442813","SG","N","2021-10-08 13:33:40",14591928231433,"DE","TT","SGD","99079.37"
"C24211332442813","SG","N","2021-10-11 13:32:49",14591928231433,"DE","TT","EUR","53648.62"
"C24211332442813","SG","N","2021-11-08 16:23:14",14591928231433,"DE","TT","SGD","99266.18"
"C24211332442813","SG","N","2021-12-02 07:22:49",14591928231433,"DE","TT","EUR","53364.37"
"C24211332442813","SG","N","2021-12-02 10:29:19",46181424259827,"SG","BILLING","HKD","23252.37"
"C24211332442813","SG","N","2021-01-05 07:19:18",46181424259827,"SG","DIVIDEND","SGD","$23065.85"
"C24211332442813","SG","N","2021-02-06 11:28:47",46181424259827,"SG","DIVIDEND","USD","$23139.27"
"C24211332442813","SG","N","2021-02-09 06:43:20",46181424259827,"SG","DIVIDEND","SGD","$23272.66"
"C24211332442813","SG","N","2021-03-08 17:01:01",46181424259827,"SG","DIVIDEND","SGD","$23,000"
"C24211332442813","SG","N","2021-03-16 19:48:57",46181424259827,"SG","DIVIDEND","SGD","23518.97"
"C24211332442813","SG","N","2021-03-19 18:39:48",46181424259827,"SG","DIVIDEND","SGD","23000"
"C24211332442813","SG","N","2021-06-11 10:41:37",46181424259827,"SG","DIVIDEND","JPY","23251.31"
"C24211332442813","SG","N","2021-07-20 11:41:12",46181424259827,"SG","DIVIDEND","SGD","23259.25"
"C24211332442813","SG","N","2021-07-30 09:27:13",46181424259827,"SG","DIVIDEND","SGD","23202.47"
"C24211332442813","SG","N","2021-10-23 17:57:44",46181424259827,,"DIVIDEND","GBP","23227.73"
"C24211332442813","SG","N","2021-11-17 11:26:38",46181424259827,"SG","DIVIDEND","SGD","23326.37"
"C24211332442813","SG","N","2021-03-24 14:43:10",46181424259827,"SG","INTEREST","USD","23076.22"
"C24211332442813","SG","N","2021-10-20 22:49:13",46181424259827,"SG","INTEREST","SGD","23407.62"
"C24211332442813","SG","N","2021-10-18 13:56:56",46181424259827,"SG","INVESTMENT","HKD","28883.25"
"C24211332442813","SG","N","2021-03-19 09:21:48",46181424259827,,"OTHER","BRL","23243.27"
"C24211332442813","SG","N","2021-02-02 14:11:44",46181424259827,"SG","TRANSFER","SGD","28760.86"
"C24211332442813","SG","N","2021-02-11 19:21:36",46181424259827,"SG","TRANSFER","SGD","28778.04"
"C24211332442813","SG","N","2021-03-24 08:15:41",46181424259827,"SG","TRANSFER","SGD","28433.16"
"C24211332442813","SG","N","2021-06-28 11:24:12",46181424259827,"SG","TRANSFER","SGD","28660.35"
"C24211332442813","SG","N","2021-09-09 08:32:20",46181424259827,"SG","TRANSFER","SGD","28000"
"C24211332442813","SG","N","2021-09-28 09:42:12",46181424259827,,"TRANSFER","SGD","28635.83"
"C24211332442813","SG","N","2021-10-24 19:30:32",46181424259827,"SG","TRANSFER","SGD","28559.11"
"C24211332442813","SG","N","2021-12-27 22:17:45",46181424259827,"SG","TRANSFER","SGD","28468.47"
"C24211332442813","SG","N","2021-05-22 21:48:43",46181424259827,"SG","TT","HKD","23138.92"
"C26191441143115","SG","N","2021-03-06 16:08:31",64196882911776,"DE","INVESTMENT","EUR","61603.42"
"C26191441143115","SG","N","2021-03-29 19:30:13",64196882911776,,"INVESTMENT","EUR","61546.42"
"C26191441143115","SG","N","2021-05-05 12:21:05",64196882911776,"DE","INVESTMENT","JPY","77376.54"
"C26191441143115","SG","N","2021-06-20 07:46:11",64196882911776,"DE","INVESTMENT","EUR","61315.27"
"C26191441143115","SG","N","2021-07-15 09:20:20",64196882911776,"DE","INVESTMENT","SGD","77844.38"
"C26191441143115","SG","N","2021-09-09 13:58:09",64196882911776,"DE","INVESTMENT","SGD","77925.42"
"C26191441143115","SG","N","2021-09-15 10:46:44",64196882911776,"DE","INVESTMENT","EUR","61329.95"
"C26191441143115","SG","N","2021-11-10 15:24:57",64196882911776,,"INVESTMENT","EUR","61725.49"
"C26191441143115","SG","N","2021-12-26 07:26:03",64196882911776,"DE","INVESTMENT","SGD","78115.57"
"C26191441143115","SG","N","2021-04-20 08:48:35",64196882911776,"DE","TRANSFER","EUR","38552.02"
"C26191441143115","SG","N","2021-04-24 13:37:49",64196882911776,"DE","TRANSFER","SGD","106198.26"
"C26191441143115","SG","N","2021-05-28 14:32:49",64196882911776,"DE","TRANSFER","SGD","106431.11"
"C26191441143115","SG","N","2021-06-20 10:53:15",64196882911776,,"TRANSFER","EUR","38403.3"
"C26191441143115","SG","N","2021-08-10 13:52:33",64196882911776,"DE","TRANSFER","SGD","106398.54"
"C26191441143115","SG","N","2021-08-14 15:36:32",64196882911776,"DE","TRANSFER","SGD","106689.42"
"C26191441143115","SG","N","2021-12-05 16:44:00",64196882911776,"DE","TRANSFER","EUR","38119.38"
"C26191441143115","SG","N","2021-12-25 03:42:37",64196882911776,"DE","TRANSFER","SGD","106543.84"
"C26191441143115","SG","N","2021-05-03 17:18:12",54265256691727,"SG","BILLING","INR","25737.56"
"C26191441143115","SG","N","2021-05-28 20:29:33",54265256691727,"SG","BILLING","CNY","25713.17"
"C26191441143115","SG","N","2021-01-01 13:31:37",54265256691727,"SG","DIVIDEND","SGD","105965.92"
"C26191441143115","SG","N","2021-01-14 09:56:12",54265256691727,"SG","DIVIDEND","SGD","105821.81"
"C26191441143115","SG","N","2021-02-21 10:26:17",54265256691727,"SG","DIVIDEND","SGD","105590.98"
"C26191441143115","SG","N","2021-05-25 12:21:31",54265256691727,"SG","DIVIDEND","SGD","106075.2"
"C26191441143115","SG","N","2021-06-15 19:53:14",54265256691727,"SG","DIVIDEND","SGD","105443.34"
"C26191441143115","SG","N","2021-07-03 09:01:32",54265256691727,"SG","DIVIDEND","SGD","105340.98"
"C26191441143115","SG","N","2021-08-25 22:59:19",54265256691727,,"DIVIDEND","SGD","104826.53"
"C26191441143115","SG","N","2021-09-24 21:32:25",54265256691727,"SG","DIVIDEND","SGD","105634.54"
"C26191441143115","SG","N","2021-10-06 10:17:47",54265256691727,"SG","DIVIDEND","SGD","105462.95"
"C26191441143115","SG","N","2021-09-11 17:32:27",54265256691727,"SG","INVESTMENT","CNY","105437.07"
"C26191441143115","SG","N","2021-04-08 12:02:11",54265256691727,"SG","PAYMENT","SGD","25782.35"
"C26191441143115","SG","N","2021-08-17 19:21:21",54265256691727,,"PAYMENT","SGD","25608.53"
"C26191441143115","SG","N","2021-10-22 17:20:44",54265256691727,"SG","PAYMENT","SGD","25569.69"
"C26191441143115","SG","N","2021-12-29 13:58:24",54265256691727,"SG","PAYMENT","SGD","25427.14"
"C26191441143115","SG","N","2021-05-12 20:30:33",26419959736814,"UK","PAYMENT","SGD","69791.43"
"C26191441143115","SG","N","2021-11-05 10:40:56",26419959736814,,"TT","GBP","37897.68"
"C26191441143115","SG","N","2021-11-27 20:12:33",26419959736814,"UK","TT","SGD","26399.02"
"C32233661939748","UK","N","2021-07-29 19:35:28",54913398243193,"HK","INVESTMENT","GBP","54786.56"
"C32233661939748","UK","N","2021-01-05 23:05:48",54913398243193,"HK","OTHER","INR","54937.8"
"C32233661939748","UK","N","2021-02-28 00:10:30",54913398243193,,"OTHER","GBP","54825.57"
"C32233661939748","UK","N","2021-03-05 18:24:57",54913398243193,"HK","OTHER","HKD","576870.51"
"C32233661939748","UK","N","2021-03-15 20:07:35",54913398243193,"HK","OTHER","HKD","574954.95"
"C32233661939748","UK","N","2021-05-06 16:32:44",54913398243193,"HK","OTHER","HKD","576821.09"
"C32233661939748","UK","N","2021-06-28 02:23:15",54913398243193,"HK","OTHER","HKD","576550.74"
"C32233661939748","UK","N","2021-07-13 18:11:06",54913398243193,,"OTHER","HKD","576909.57"
"C32233661939748","UK","N","2021-08-15 17:19:06",54913398243193,"HK","OTHER","GBP","55085.02"
"C32233661939748","UK","N","2021-12-29 01:52:40",54913398243193,"HK","OTHER","GBP","54942.24"
"C32233661939748","UK","N","2021-01-23 14:26:09",54913398243193,"HK","TRANSFER","GBP","24743.73"
"C32233661939748","UK","N","2021-05-04 22:59:04",54913398243193,"HK","TRANSFER","GBP","25000"
"C32233661939748","UK","N","2021-05-13 15:40:31",54913398243193,,"TRANSFER","HKD","535233.04"
"C32233661939748","UK","N","2021-05-27 03:26:26",54913398243193,"HK","TRANSFER","HKD","534867.61"
"C32233661939748","UK","N","2021-06-10 10:04:40",54913398243193,"HK","TRANSFER","HKD","534670.38"
"C32233661939748","UK","N","2021-06-24 03:43:48",54913398243193,"HK","TRANSFER","HKD","534924.99"
"C32233661939748","UK","N","2021-06-25 14:34:14",54867446322858,,"TRANSFER","HKD","64729.86"
"C32233661939748","UK","N","2021-07-10 18:09:20",54913398243193,"HK","TRANSFER","HKD","535206.39"
"C32233661939748","UK","N","2021-11-25 23:11:35",54913398243193,,"TRANSFER","GBP","24615.94"
"C32233661939748","UK","N","2021-12-10 10:55:53",54913398243193,"HK","TRANSFER","HKD","535961.72"
"C32233661939748","UK","N","2021-12-25 17:35:17",54913398243193,"HK","TRANSFER","GBP","24578.95"
"C32233661939748","UK","N","2021-08-05 15:04:39",54913398243193,"HK","TT","SGD","577587.74"
"C32233661939748","UK","N","2021-02-13 00:47:07",36847676247854,"IN","BILLING","INR","45745.89"
"C32233661939748","UK","N","2021-01-03 23:50:34",36847676247854,"IN","TT","USD","76767.11"
"C37542139795721","US","N","2021-03-01 23:11:46",36917966421718,"CN","DIVIDEND","USD","$27948.31"
"C37542139795721","US","N","2021-09-18 22:29:02",36917966421718,"CN","DIVIDEND","CNY","476917.32"
"C37542139795721","US","N","2021-04-13 04:28:03",81644577236272,"CN","TRANSFER","USD","52022.48"
"C37542139795721","US","N","2021-05-02 05:55:17",81644577236272,"CN","TRANSFER","CNY","405716.79"
"C37542139795721","US","N","2021-06-07 18:04:43",36917966421718,"CN","TRANSFER","CNY","405000"
"C37542139795721","US","N","2021-06-09 06:11:47",81644577236272,"CN","TRANSFER","USD","52128.36"
"C37542139795721","US","N","2021-08-09 09:49:47",36917966421718,"CN","TRANSFER","USD","18648.93"
"C37542139795721","US","N","2021-08-30 23:19:45",81644577236272,"CN","TRANSFER","USD","51833.34"
"C37542139795721","US","N","2021-12-26 10:49:54",92269451482825,"HK","BILLING","GBP","576487.58"
"C37542139795721","US","N","2021-01-03 03:14:10",92269451482825,"HK","DIVIDEND","GBP","20966.37"
"C37542139795721","US","N","2021-03-08 21:43:23",92269451482825,"HK","INTEREST","USD","20640.62"
"C37542139795721","US","N","2021-04-09 00:34:11",92269451482825,"HK","INTEREST","USD","20522.43"
"C37542139795721","US","N","2021-04-12 14:39:45",92269451482825,,"INTEREST","HKD","575300.45"
"C37542139795721","US","N","2021-06-20 07:38:57",92269451482825,"HK","INTEREST","HKD","574477.17"
"C37542139795721","US","N","2021-09-15 17:24:26",92269451482825,"HK","INTEREST","HKD","574919.87"
"C37542139795721","US","N","2021-12-09 20:39:08",92269451482825,"HK","INTEREST","HKD","575958.2"
